@HD	VN:1.0	SO:unsorted
@SQ	SN:INSHsInv1667BP1AK1	LN:300
@SQ	SN:INSHsInv1667BP2AK1	LN:300
@SQ	SN:REFHsInv0589BP0HG38	LN:300
@SQ	SN:INSHsInv0589BP1Han1	LN:300
@SQ	SN:INSHsInv0589BP2Han1	LN:300
@SQ	SN:REFHsInv1874BP0HG38	LN:300
@SQ	SN:ANCHsInv1874BP1AK1	LN:300
@SQ	SN:ANCHsInv1874BP2AK1	LN:300
@SQ	SN:INSHsInv1874BP1CHM13	LN:300
@SQ	SN:INSHsInv1874BP2CHM13	LN:300
@SQ	SN:ANCHsInv1874BP3CHM13	LN:300
@SQ	SN:INSHsInv1874BP3HG38	LN:300
